Points,account_creation,favourites,followers,following,link,lists,name,socialsource,source,statuses,symbol,symbol_id,timestamp_api_call
12904,1496949538,132,12544,12,https://twitter.com/latiumcoin,72,Latium,Twitter,cryptocompare,253,LAT,237269,2017-12-30 17:56:00.787444
0,,,,,,,,Twitter,cryptocompare,,LAZ,28700,2017-12-30 17:56:07.168928
29078,1415223248,2992,26416,624,https://twitter.com/LBRYio,532,LBRY,Twitter,cryptocompare,2339,LBC,23432,2017-12-30 17:55:59.677001
1040,1497790518,176,995,27,https://twitter.com/Lite_Bitcoin,9,⎛⎝LBTC⎠⎞,Twitter,cryptocompare,171,LBTC,247246,2017-12-30 17:56:01.550007
0,,,,,,,,Twitter,cryptocompare,,LC,25916,2017-12-30 17:56:02.798525
1510,1509002826,12,1485,15,https://twitter.com/litecoin_cash,5,LitecoinCash,Twitter,cryptocompare,24,LCASH,378830,2017-12-30 17:56:24.591844
377,1498483835,4,357,4,https://twitter.com/Alienter2,4,Alienter,Twitter,cryptocompare,103,LDM,409363,2017-12-30 17:56:26.533342
692,1428087367,36,532,112,https://twitter.com/LiteDoge,32,LiteDoge,Twitter,cryptocompare,275,LDOGE,5339,2017-12-30 17:56:43.739038
0,,,,,,,,Twitter,cryptocompare,,LEA,30117,2017-12-30 17:56:10.496729
0,,,,,,,,Twitter,cryptocompare,,LEMON,21641,2017-12-30 17:55:54.020219
15484,1495567744,195,14759,2071,https://twitter.com/ethlend1,145,ETHLend,Twitter,cryptocompare,509,LEND,418778,2017-12-30 17:56:27.848204
0,,,,,,,,Twitter,cryptocompare,,LENIN,40992,2017-12-30 17:56:26.402836
4704,1408341803,213,4017,938,https://twitter.com/LEOcoinORG,137,LEOcoin,Twitter,cryptocompare,2317,LEO,33001,2017-12-30 17:56:14.522975
0,,,,,,,,Twitter,cryptocompare,,LEPEN,43602,2017-12-30 17:56:32.012973
4339,1501205439,43,4204,121,https://twitter.com/Leverj_io,27,LEVERJ.IO,Twitter,cryptocompare,118,LEV,332804,2017-12-30 17:56:16.494526
19,1467679374,0,14,14,https://twitter.com/biglifecoin,1,BigLife,Twitter,cryptocompare,2,LFC,30388,2017-12-30 17:56:11.463874
323,1438167611,238,318,141,https://twitter.com/LGBTQoin,1,LGBTQoin 🏳️‍🌈,Twitter,cryptocompare,294,LGBTQ,21215,2017-12-30 17:55:53.004499
20820,1394124013,3385,20068,6292,https://twitter.com/legendsroom,150,LegendsRoomVegas,Twitter,cryptocompare,2053,LGD,66259,2017-12-30 17:56:50.116222
237,1394067779,0,212,8,https://twitter.com/legendarycoin,5,Legendary Coin,Twitter,cryptocompare,84,LGD*,4549,2017-12-30 17:56:36.428437
1624,1496083514,36,1544,673,https://twitter.com/LIFEtoken_,16,LIFEtoken,Twitter,cryptocompare,560,LIFE,381189,2017-12-30 17:56:25.209606
0,,,,,,,,Twitter,cryptocompare,,LIMX,4354,2017-12-30 17:56:31.940611
0,,,,,,,,Twitter,cryptocompare,,LINDA,196541,2017-12-30 17:55:46.558803
0,,,,,,,,Twitter,cryptocompare,,LINK,309621,2017-12-30 17:56:12.810877
1545,1494211217,151,1405,52,https://twitter.com/linXcoin,28,Linx,Twitter,cryptocompare,137,LINX,253667,2017-12-30 17:56:05.469652
800,1465790144,87,750,616,https://twitter.com/LetItRide_Dice,10,LetIt Ride,Twitter,cryptocompare,91,LIR,23423,2017-12-30 17:56:00.581512
0,,,,,,,,Twitter,cryptocompare,,LIV,33271,2017-12-30 17:56:16.043223
0,,,,,,,,Twitter,cryptocompare,,LK7,4550,2017-12-30 17:56:35.134061
6800,1442949239,1020,5564,582,https://twitter.com/LykkeCity,247,Lykke,Twitter,cryptocompare,1410,LKK,130939,2017-12-30 17:55:42.438695
79,1370880027,0,69,50,https://twitter.com/LKYFoundation,2,Luckycoin Foundation,Twitter,cryptocompare,13,LKY,4551,2017-12-30 17:56:35.347291
0,,,,,,,,Twitter,cryptocompare,,LMC,70469,2017-12-30 17:56:49.910509
1356,1491690500,373,1236,242,https://twitter.com/linkplatform,24,Link Project,Twitter,cryptocompare,163,LNK,238622,2017-12-30 17:56:01.740476
2237,1504828530,181,2167,494,https://twitter.com/Lend0it,14,Lendoit,Twitter,cryptocompare,116,LOAN*,363006,2017-12-30 17:56:21.187702
0,,,,,,,,Twitter,cryptocompare,,LOC,36988,2017-12-30 17:56:22.905144
3095,1504802439,77,2925,753,https://twitter.com/LockChainCo,34,LockChain.co,Twitter,cryptocompare,575,LOC*,517896,2017-12-30 17:56:40.186212
5718,1498231912,310,5553,231,https://twitter.com/loci_io,33,Loci.io,Twitter,cryptocompare,591,LOCI,404890,2017-12-30 17:56:26.361063
0,,,,,,,,Twitter,cryptocompare,,LOG,6454,2017-12-30 17:56:49.760151
0,,,,,,,,Twitter,cryptocompare,,LOOK,36984,2017-12-30 17:56:22.396821
391,1467045708,60,276,13,https://twitter.com/tech_liquid,23,LiquidTech,Twitter,cryptocompare,182,LQD,22422,2017-12-30 17:55:59.502547
10475,1190923682,780,9570,271,https://twitter.com/loopringorg,181,Loopring,Twitter,cryptocompare,988,LRC,318169,2017-12-30 17:56:13.006209
0,,,,,,,,Twitter,cryptocompare,,LSD,4552,2017-12-30 17:56:37.255752
149957,1452184928,3194,142311,233,https://twitter.com/LiskHQ ,1529,Lisk,Twitter,cryptocompare,1347,LSK,19745,2017-12-30 17:55:48.357231
687,1502396330,24,657,1,https://twitter.com/Litracoin,6,Litra Coin,Twitter,cryptocompare,142,LTA,234526,2017-12-30 17:56:04.688224
395,1392054560,3,350,254,https://twitter.com/litebarco,9,LiteBar,Twitter,cryptocompare,404,LTB,4553,2017-12-30 17:56:35.804964
621,1399387650,11,501,201,https://twitter.com/ltbcoin,24,LTBcoin,Twitter,cryptocompare,216,LTBC,5369,2017-12-30 17:56:45.565136
290444,1317839450,245,280064,21,https://twitter.com/litecoin,2076,litecoin,Twitter,cryptocompare,622,LTC,3808,2017-12-30 17:56:24.609252
290444,1317839450.0,245.0,280064.0,21.0,https://twitter.com/litecoin,2076.0,litecoin,Twitter,cryptocompare,622.0,LTC,3808,2017-12-30 17:32:32.890396
0,,,,,,,,Twitter,cryptocompare,,LTCD,4554,2017-12-30 17:56:35.792308
312,1453221858,2,292,41,https://twitter.com/litecredproject,4,Litecred,Twitter,cryptocompare,34,LTCR,38370,2017-12-30 17:56:25.954851
481,1502000423,2,466,22,https://twitter.com/LiteCoinUltra,3,LiteCoin Ultra,Twitter,cryptocompare,8,LTCU,531408,2017-12-30 17:56:43.105691
339,1401006381,0,289,22,https://twitter.com/LiteCoinX11,10,LiteCoinX,Twitter,cryptocompare,35,LTCX,4555,2017-12-30 17:56:35.519806
0,,,,,,,,Twitter,cryptocompare,,LTD,38030,2017-12-30 17:56:25.131376
4925,1508561169,0,4855,7,https://twitter.com/litecoingold,14,Litecoin Gold,Twitter,cryptocompare,44,LTG,409422,2017-12-30 17:56:26.544597
0,,,,,,,,Twitter,cryptocompare,,LTH,28885,2017-12-30 17:56:07.899181
0,,,,,,,,Twitter,cryptocompare,,LTS,7600,2017-12-30 17:56:50.907553
0,,,,,,,,Twitter,cryptocompare,,LUCKY,32875,2017-12-30 17:56:14.418221
22314,1482459798,286,20604,4211,https://twitter.com/LunyrInc,342,Lunyr,Twitter,cryptocompare,751,LUN,67447,2017-12-30 17:56:49.652339
4187,1506978633,125,3897,72,https://twitter.com/LUX_Coin,58,LUX Coin,Twitter,cryptocompare,239,LUX,351720,2017-12-30 17:56:19.439153
459,1429264328,0,439,1360,https://twitter.com/Bitluxdev,4,Bitlux,Twitter,cryptocompare,37,LUX*,6341,2017-12-30 17:56:48.861766
8,1512535309,0,8,17,https://twitter.com/luxmicoin,0,Luxmi Coin,Twitter,cryptocompare,3,LUX**,536278,2017-12-30 17:56:45.147515
20,1446906591,1,15,10,https://twitter.com/LVGCoin,1,LVG,Twitter,cryptocompare,4,LVG,38312,2017-12-30 17:56:26.126474
1934,1405034126,1336,1753,767,https://twitter.com/LibrexCoin,36,LibrexCoin,Twitter,cryptocompare,1564,LXC,4556,2017-12-30 17:56:36.672476
739,1422042416,17,679,1307,https://twitter.com/LyraBar,12,Lyrabar,Twitter,cryptocompare,218,LYB,13281,2017-12-30 17:55:41.313320
435,1390689454,8,390,614,https://twitter.com/Lycancoin,9,Lycancoin,Twitter,cryptocompare,149,LYC,4557,2017-12-30 17:56:37.163269
126,1431823070,0,106,98,https://twitter.com/SupplyShock,4,Supply Shock,Twitter,cryptocompare,15,M1,6115,2017-12-30 17:56:48.545062
0,,,,,,,,Twitter,cryptocompare,,MAC,41962,2017-12-30 17:56:28.220294
87,1439718779,0,72,0,https://twitter.com/SatoshiMadness,3,SatoshiMadness,Twitter,cryptocompare,0,MAD,131079,2017-12-30 17:55:43.289831
626,1510219654,6,601,2,https://twitter.com/magnetwork_io,5,Magnetwork.io,Twitter,cryptocompare,33,MAG,404752,2017-12-30 17:56:26.333652
6242,1496082218,543,6182,829,https://twitter.com/MagosNetwork,12,MAGOS,Twitter,cryptocompare,35,MAG*,235993,2017-12-30 17:56:02.072996
52343,1364915384,1446,47576,321,https://twitter.com/maidsafe,953,MaidSafe,Twitter,cryptocompare,2979,MAID,5293,2017-12-30 17:56:41.238893
1319,1499552957,3,1314,470,https://twitter.com/peoplecoinnews,1,People Coin,Twitter,cryptocompare,8,MAN,446051,2017-12-30 17:56:32.916614
20255,1432149121,528,18760,95,https://twitter.com/decentraland,299,Decentraland,Twitter,cryptocompare,354,MANA,199148,2017-12-30 17:55:49.251842
211,1440033047,12,171,46,https://twitter.com/mapcoinofficial,8,map coin official,Twitter,cryptocompare,64,MAPC,12223,2017-12-30 17:55:42.190448
648,1460136440,45,493,84,https://twitter.com/Marijuana_Coin,31,Marijuanacoin [MAR],Twitter,cryptocompare,46,MAR,43814,2017-12-30 17:56:31.644531
1441,1388171501,1142,1143,783,https://twitter.com/marscoinorg,59,Marscoin,Twitter,cryptocompare,3196,MARS,6109,2017-12-30 17:56:48.598045
0,,,,,,,,Twitter,cryptocompare,,MARV,22428,2017-12-30 17:56:04.220523
425,1485373585,438,380,111,https://twitter.com/MARXCOLLECTIVE1,9,Old Skool Marxist,Twitter,cryptocompare,557,MARX,43818,2017-12-30 17:56:32.231510
0,,,,,,,,Twitter,cryptocompare,,MARYJ,5363,2017-12-30 17:56:44.939087
1369,1496714029,112,1284,475,https://twitter.com/MASSToken,17,MASSToken,Twitter,cryptocompare,255,MASS,184135,2017-12-30 17:55:46.568291
3619,1234667883,278,3473,262,https://twitter.com/miniapps_pro,29,MiniApps.pro,Twitter,cryptocompare,1192,MAT,320036,2017-12-30 17:56:12.776755
0,,,,,,,,Twitter,cryptocompare,,MAT*,108094,2017-12-30 17:55:41.135954
78,1501435552,0,58,0,https://twitter.com/maxcoinproject,4,Maxcoin Project,Twitter,cryptocompare,0,MAX,4558,2017-12-30 17:56:36.608377
2200,1494996019,24,2140,386,https://twitter.com/Theresamaycoin,12,Theresamaycoin,Twitter,cryptocompare,95,MAY,348094,2017-12-30 17:56:18.636822
2271,1313257602,452,2016,5,https://twitter.com/casinobitcoin,51,Monster Byte Inc,Twitter,cryptocompare,965,MBI,180539,2017-12-30 17:55:45.548571
0,,,,,,,,Twitter,cryptocompare,,MBIT,55547,2017-12-30 17:56:45.740767
3073,1479076393,1747,2778,1991,https://twitter.com/TheEmbermine,59,Official Embermine ($MBRS),Twitter,cryptocompare,858,MBRS,221350,2017-12-30 17:55:53.961846
974,1505689019,0,949,0,https://twitter.com/multibotio,5,Multibot,Twitter,cryptocompare,72,MBT,330003,2017-12-30 17:56:15.364425
7,1482319814,0,7,0,https://twitter.com/network_mass,0,mass.network,Twitter,cryptocompare,1,MC,27594,2017-12-30 17:56:05.817528
0,,,,,,,,Twitter,cryptocompare,,MCAP,131154,2017-12-30 17:55:42.738459
0,,,,,,,,Twitter,cryptocompare,,MCAR,45612,2017-12-30 17:56:36.398692
3260,1333829602,852,2980,248,https://twitter.com/Musiconomi,56,Musiconomi,Twitter,cryptocompare,244,MCI,338415,2017-12-30 17:56:16.635749
336,1401380587,0,296,131,https://twitter.com/MonetaVerde,8,MonetaVerde,Twitter,cryptocompare,54,MCN,7636,2017-12-30 17:56:51.064100
48829,1494911573,107,46049,34,https://twitter.com/monaco_card,556,Monaco Card,Twitter,cryptocompare,280,MCO,166548,2017-12-30 17:55:44.543786
0,,,,,,,,Twitter,cryptocompare,,MCRN,67430,2017-12-30 17:56:49.851315
10353,1490104442,187,10078,137,https://twitter.com/moedabanking,55,Moeda,Twitter,cryptocompare,293,MDA,341279,2017-12-30 17:56:18.159952
0,,,,,,,,Twitter,cryptocompare,,MDC,28128,2017-12-30 17:56:03.060161
12140,1501429966,63,12130,606,https://twitter.com/madcoinlife,2,Madcoin,Twitter,cryptocompare,69,MDC*,373980,2017-12-30 17:56:24.327970
370,1473165854,5,360,320,https://twitter.com/HitechOne_,2,HITECH ONE,Twitter,cryptocompare,23,MDL,364051,2017-12-30 17:56:22.724695
158,1437078451,4,128,395,https://twitter.com/midnightmdt,6,Midnight Currency,Twitter,cryptocompare,5,MDT,33004,2017-12-30 17:56:15.242582
1691,1383845451,147,1376,119,https://twitter.com/mega_coin,63,megacoin,Twitter,cryptocompare,512,MEC,4559,2017-12-30 17:56:36.778397
627,1391678368,9,567,195,https://twitter.com/MEDDevTeam,12,MediterraneanCoin,Twitter,cryptocompare,381,MED,4560,2017-12-30 17:56:35.926169
2478,1498096410,748,2363,53,https://twitter.com/_MediBloc,23,medibloc,Twitter,cryptocompare,273,MED*,542140,2017-12-30 17:56:45.692178
643,1499395468,1443,563,260,https://twitter.com/medibondproj,16,MediBond,Twitter,cryptocompare,168,MEDI,233044,2017-12-30 17:56:00.545458
0,,,,,,,,Twitter,cryptocompare,,MEGA,33393,2017-12-30 17:56:16.072094
18913,1455419267,1527,18413,6108,https://twitter.com/pepecoins,100,Memetic / PepeCoin Cryptocurrency,Twitter,cryptocompare,460,MEME,20825,2017-12-30 17:55:53.674460
2000,1389506282,451,1714,79,https://twitter.com/KittehCoin,57,KittehCoin Official,Twitter,cryptocompare,1814,MEOW,431370,2017-12-30 17:56:32.135588
9616,1475362640,151,8766,71,https://twitter.com/darcrus,170,Darcrus,Twitter,cryptocompare,411,MER,61138,2017-12-30 17:56:49.712182
257,1499537510,0,237,3,https://twitter.com/TheMemessenger,4,Memessenger,Twitter,cryptocompare,23,MET,221605,2017-12-30 17:55:53.911123
0,,,,,,,,Twitter,cryptocompare,,METAL,5373,2017-12-30 17:56:45.598029
0,,,,,,,,Twitter,cryptocompare,,MG,29001,2017-12-30 17:56:08.378942
338,1505532426,0,318,58,https://twitter.com/MobileGoIco,4,Remington Clark,Twitter,cryptocompare,7,MGO,55650,2017-12-30 17:56:46.987871
757,1400779879,23,677,2082,https://twitter.com/she9888,16,ymcoin.com,Twitter,cryptocompare,400,MI,12225,2017-12-30 17:55:42.708776
402,1401503149,7,367,93,https://twitter.com/MilCoin,7,Millionaire Coin,Twitter,cryptocompare,26,MIL,7581,2017-12-30 17:56:50.844309
2064,1488342799,30,2034,11,https://twitter.com/GetMiloCoin,6,MiloCoin,Twitter,cryptocompare,50,MILO,74924,2017-12-30 17:56:50.330275
564,1401193649,1,499,2,https://twitter.com/Minerals_dev,13,Minerals,Twitter,cryptocompare,129,MIN,4561,2017-12-30 17:56:36.863587
1408,1396037706,4260,1153,18,https://twitter.com/InstaMineNugget,51,InstaMineNuggets,Twitter,cryptocompare,259,MINE,5379,2017-12-30 17:56:44.978053
0,,,,,,,,Twitter,cryptocompare,,MINEX,235021,2017-12-30 17:56:01.188832
10856,1391268260,199,10160,1271,https://twitter.com/MintcoinTeam,139,Mintcoin,Twitter,cryptocompare,1166,MINT,4562,2017-12-30 17:56:38.374302
0,,,,,,,,Twitter,cryptocompare,,MIS,37190,2017-12-30 17:56:23.205599
1227,1492368378,18,1152,24,https://twitter.com/MIVlife,15,MakeItViral,Twitter,cryptocompare,189,MIV,177759,2017-12-30 17:55:45.366325
0,,,,,,,,Twitter,cryptocompare,,MKR,41192,2017-12-30 17:56:27.669472
929,1488199089,0,884,996,https://twitter.com/MeliteCoin,9,Melite Coin,Twitter,cryptocompare,28,MLITE,49600,2017-12-30 17:56:39.090294
13498,1470757773,1148,11783,302,https://twitter.com/melonport,343,Melonport,Twitter,cryptocompare,777,MLN,45253,2017-12-30 17:56:34.785343
1329,1501685756,15,1299,135,https://twitter.com/cryptoproperty,6,CPROP,Twitter,cryptocompare,37,MLS,234707,2017-12-30 17:56:00.811074
0,,,,,,,,Twitter,cryptocompare,,MM,44959,2017-12-30 17:56:33.280029
0,,,,,,,,Twitter,cryptocompare,,MMC,5389,2017-12-30 17:56:45.504482
0,,,,,,,,Twitter,cryptocompare,,MMNXT,23425,2017-12-30 17:56:00.161291
632,1446658693,202,409,8,https://twitter.com/PurePoS,44,DigiCube,Twitter,cryptocompare,3854,MMXIV,5326,2017-12-30 17:56:43.143135
0,,,,,,,,Twitter,cryptocompare,,MMXVI,36992,2017-12-30 17:56:22.504265
22893,1367031891,1,20977,12,https://twitter.com/cryptsy,383,Cryptsy,Twitter,cryptocompare,1426,MN,4563,2017-12-30 17:56:35.939549
21314,1424401711,3475,21083,13448,https://twitter.com/MinCoinus,46,MinCoin,Twitter,cryptocompare,1145,MNC,4564,2017-12-30 17:56:38.213481
947,1427982906,32,882,978,https://twitter.com/MindCoinCrypto,13,MindCoin,Twitter,cryptocompare,159,MND,15888,2017-12-30 17:55:43.597340
1963,1492164086,12,1788,3,https://twitter.com/minereumtoken,35,Minereum,Twitter,cryptocompare,67,MNE,84831,2017-12-30 17:56:51.527180
2094,1461616725,432,1924,75,https://twitter.com/mineumproject ,34,MINEUM,Twitter,cryptocompare,410,MNM,20905,2017-12-30 17:55:52.179812
2219,1494353216,8,2054,39,https://twitter.com/goldmint_io,33,Goldmint,Twitter,cryptocompare,138,MNT,240322,2017-12-30 17:56:01.362480
219,1499164894,35,189,96,https://twitter.com/CoinJoker,6,CoinJoker,Twitter,cryptocompare,71,MNT*,521417,2017-12-30 17:56:39.874275
7280,1470411812,146,6905,0,https://twitter.com/minexcoin,75,Minexcoin,Twitter,cryptocompare,360,MNX,389849,2017-12-30 17:56:25.853821
1648,1499181232,126,1558,28,https://twitter.com/monkeycapitaico,18,Monkey_Capital,Twitter,cryptocompare,65,MNY,208001,2017-12-30 17:55:52.264719
3986,1495548835,332,3760,240,https://twitter.com/monaizeuk,45,Monaize UK,Twitter,cryptocompare,1126,MNZ,341059,2017-12-30 17:56:18.451369
2775,1498788376,595,2505,39,https://twitter.com/mobius_network,54,Mobius,Twitter,cryptocompare,251,MOBI,202706,2017-12-30 17:55:50.450670
7333,1460495129,350,6748,156,https://twitter.com/modum_io,117,modum.io,Twitter,cryptocompare,419,MOD,345510,2017-12-30 17:56:19.278370
6432,1402078980,297,5856,735,https://twitter.com/AeonCoin,115,aeon,Twitter,cryptocompare,1281,MOIN,20744,2017-12-30 17:55:53.657262
145,1505719666,10,120,29,https://twitter.com/Mojodevs,5,MOJOv3,Twitter,cryptocompare,21,MOJO,21232,2017-12-30 17:55:53.936035
0,,,,,,,,Twitter,cryptocompare,,MONA,5296,2017-12-30 17:56:41.601970
211,1430999241,15,181,332,https://twitter.com/moneta_io ,6,MONETA.io,Twitter,cryptocompare,62,MONETA,30364,2017-12-30 17:56:11.635213
527,1477028576,22,437,660,https://twitter.com/moneycoindev,18,MONEYCoin,Twitter,cryptocompare,28,MONEY,35681,2017-12-30 17:56:19.612512
955,1388233954,0,825,16,https://twitter.com/RealMooncoin,26,Mooncoin,Twitter,cryptocompare,220,MOON,4346,2017-12-30 17:56:31.032830
457,1454585471,42,437,1033,https://twitter.com/DARKMOON_COIN,4,DARKMOON,Twitter,cryptocompare,23,MOOND,28774,2017-12-30 17:56:07.894090
24,1314645914,1099,14,43,https://twitter.com/Motocoin,2,Martin Minion,Twitter,cryptocompare,76,MOTO,41592,2017-12-30 17:56:28.150391
0,,,,,,,,Twitter,cryptocompare,,MPRO,21222,2017-12-30 17:55:52.771244
28,1428160898,1,23,0,https://twitter.com/MRPcoinDev,1,MRP,Twitter,cryptocompare,1,MRP,6412,2017-12-30 17:56:49.601512
1441,1388171501,1142,1143,783,https://twitter.com/marscoinorg,59,Marscoin,Twitter,cryptocompare,3196,MRS,5410,2017-12-30 17:56:46.819113
0,,,,,,,,Twitter,cryptocompare,,MRSA,41116,2017-12-30 17:56:26.664649
83820,1457519893,2303,77234,1,https://twitter.com/wavesplatform,1317,wavesplatform,Twitter,cryptocompare,1895,MRT,75475,2017-12-30 17:56:50.948996
149,1496991317,0,129,22,https://twitter.com/MacroverseMRV,4,Macroverse Official,Twitter,cryptocompare,39,MRV,221349,2017-12-30 17:55:56.223857
649,1389083439,38,584,152,https://twitter.com/Murraycoin,13,Murraycoin,Twitter,cryptocompare,62,MRY,4566,2017-12-30 17:56:36.663767
25,1420869789,0,25,0,https://twitter.com/MSCProtocol,0,MSCProtocol,Twitter,cryptocompare,0,MSC,5394,2017-12-30 17:56:45.765084
7867,1496534556,175,7012,17,https://twitter.com/MothershipCX,171,Mothership,Twitter,cryptocompare,415,MSP,198408,2017-12-30 17:55:49.140771
47,1504506941,2,47,2,https://twitter.com/masaricurrency,0,Masari,Twitter,cryptocompare,27,MSR,382536,2017-12-30 17:56:25.330287
0,,,,,,,,Twitter,cryptocompare,,MST,28219,2017-12-30 17:56:03.329682
11159,1370346833,19,10109,21,https://twitter.com/MyceliumCom,210,Mycelium.com,Twitter,cryptocompare,835,MT,29378,2017-12-30 17:56:09.645036
12942,1493625665,169,12097,52,https://twitter.com/Monetha_io,169,Monetha.io,Twitter,cryptocompare,240,MTH,208914,2017-12-30 17:55:53.878606
1148,1506095121,133,1108,34,https://twitter.com/MoyaNetworks,8,Moya Networks,Twitter,cryptocompare,123,MTK,319238,2017-12-30 17:56:12.923706
25850,1427499238,31789,23655,4633,https://twitter.com/metalpaysme,439,Metal,Twitter,cryptocompare,827,MTL,179164,2017-12-30 17:55:45.279235
528,1412589377,3,468,549,https://twitter.com/metalmusiccoin,12,metalmusiccoin,Twitter,cryptocompare,202,MTLM3,34754,2017-12-30 17:56:19.586684
2616,1498334969,221,2591,122,https://twitter.com/MyTrackNet,5,MyTrackNet,Twitter,cryptocompare,257,MTN,313967,2017-12-30 17:56:12.538646
6850,1422835166,1656,6464,1055,https://twitter.com/MTRDevelopers,77,MasterTrader777,Twitter,cryptocompare,1897,MTR,5340,2017-12-30 17:56:44.442500
972,1493762266,27,907,558,https://twitter.com/ModulTrade,13,ModulTrade,Twitter,cryptocompare,110,MTRC,484742,2017-12-30 17:56:39.008327
1716,1495680797,223,1586,253,https://twitter.com/matryx_ai,26,Matryx (MTX),Twitter,cryptocompare,391,MTX,257110,2017-12-30 17:56:02.979831
0,,,,,,,,Twitter,cryptocompare,,MUDRA,25820,2017-12-30 17:56:06.183683
13670,1403898629,2686,12287,700,https://twitter.com/MonetaryUnit,275,MonetaryUnit,Twitter,cryptocompare,8560,MUE,22325,2017-12-30 17:55:58.658058
11507,1467874609,3272,10270,377,https://twitter.com/musicoins,246,Musicoin Project,Twitter,cryptocompare,7878,MUSIC,53950,2017-12-30 17:56:46.395406
589,1509512138,0,559,0,https://twitter.com/mutual_coin,6,Mutual Coin,Twitter,cryptocompare,67,MUT,431229,2017-12-30 17:56:30.614946
0,,,,,,,,Twitter,cryptocompare,,MUU,84247,2017-12-30 17:56:51.814392
69,1405789497,0,59,0,https://twitter.com/MultiWalletCoin,2,MultiWalletCoin,Twitter,cryptocompare,4,MWC,6107,2017-12-30 17:56:48.220297
1307,1398041551,79,1122,478,https://twitter.com/martexcoin,37,MarteXcoin (MXT),Twitter,cryptocompare,553,MXT,53944,2017-12-30 17:56:45.520317
5513,1484602418,346,5143,209,https://twitter.com/MyBit_DApp,74,MyBit,Twitter,cryptocompare,412,MYB,179345,2017-12-30 17:55:45.338071
256,1402007935,1,201,51,https://twitter.com/Gapcoin,11,Gapcoin,Twitter,cryptocompare,30,MYC,20661,2017-12-30 17:55:50.788483
0,,,,,,,,Twitter,cryptocompare,,MYST,136190,2017-12-30 17:55:43.335923
0,,,,,,,,Twitter,cryptocompare,,MYST*,4567,2017-12-30 17:56:36.414173
3057,1385669125,71,2662,60,https://twitter.com/MazaCoin,79,MazaCoin,Twitter,cryptocompare,861,MZC,4568,2017-12-30 17:56:38.090425
114,1459796537,5,84,25,https://twitter.com/number7team,6,Number Seven,Twitter,cryptocompare,32,N7,21017,2017-12-30 17:55:52.596410
282,1502443848,0,262,63,https://twitter.com/NamoCoin,4,Namo coin,Twitter,cryptocompare,3,NAMO,348289,2017-12-30 17:56:19.960399
74,1387540072,0,59,20,https://twitter.com/nanotoken,3,nanotoken,Twitter,cryptocompare,19,NAN,4569,2017-12-30 17:56:36.961385
324,1433363446,15,299,377,https://twitter.com/bananabitscoin,5,Banana Bits,Twitter,cryptocompare,41,NANAS,6453,2017-12-30 17:56:49.215307
0,,,,,,,,Twitter,cryptocompare,,NAS2,16717,2017-12-30 17:55:44.330353
5968,1398550494,30,5388,36,https://twitter.com/Nautiluscoin,116,Nautiluscoin,Twitter,cryptocompare,394,NAUT,4570,2017-12-30 17:56:37.896240
39591,1401377585,908,36800,547,https://twitter.com/NavCoin,558,NAV Coin,Twitter,cryptocompare,1526,NAV,4571,2017-12-30 17:56:36.002292
0,,,,,,,,Twitter,cryptocompare,,NBIT,32688,2017-12-30 17:56:14.791017
0,,,,,,,,Twitter,cryptocompare,,NBL,4572,2017-12-30 17:56:36.962478
31090,1395512518,1107,30334,1011,https://twitter.com/OfficialNuBits,151,NuBits,Twitter,cryptocompare,1529,NBT,5287,2017-12-30 17:56:42.394583
1732,1228417025,30,1336,1336,https://twitter.com/nevereverdie,79,NEVERDIE,Twitter,cryptocompare,1062,NDC,188787,2017-12-30 17:55:46.435424
0,,,,,,,,Twitter,cryptocompare,,NDOGE,45044,2017-12-30 17:56:33.577489
52201,1498236011,159,51716,841,https://twitter.com/NeblioTeam,97,Neblio Team,Twitter,cryptocompare,124,NEBL,222085,2017-12-30 17:56:03.955030
0,,,,,,,,Twitter,cryptocompare,,NEBU,20980,2017-12-30 17:55:52.975615
0,,,,,,,,Twitter,cryptocompare,,NEC,4573,2017-12-30 17:56:37.631439
0,,,,,,,,Twitter,cryptocompare,,NEF,112405,2017-12-30 17:55:40.882219
194247,1403923896,649,185992,2220,https://twitter.com/neo_blockchain,1651,NEO Smart Economy,Twitter,cryptocompare,488,NEO,27368,2017-12-30 17:56:03.155620
0,,,,,,,,Twitter,cryptocompare,,NEOG,370947,2017-12-30 17:56:22.790145
22789,1407747934,442,21557,48,https://twitter.com/NeosCoin,246,NeosCoin,Twitter,cryptocompare,2180,NEOS,5370,2017-12-30 17:56:44.913827
569,1382282871,0,464,6,https://twitter.com/NetcoinNET,21,Netcoin NET,Twitter,cryptocompare,79,NET,4574,2017-12-30 17:56:38.307707
27,1511828882,0,22,1,https://twitter.com/nimiqnetwork,1,Nimiq Legacy,Twitter,cryptocompare,1,NET*,176669,2017-12-30 17:55:44.632100
636,1436827526,6,621,1392,https://twitter.com/Network_Coin,3,NetworkCoin,Twitter,cryptocompare,22,NETC,20647,2017-12-30 17:55:51.392220
1214,1488134534,41,1069,342,https://twitter.com/NetkoCoin,29,Netko,Twitter,cryptocompare,50,NETKO,53174,2017-12-30 17:56:43.339458
1975,1472811251,1302,1715,504,https://twitter.com/neufundorg,52,Neufund,Twitter,cryptocompare,593,NEU,372377,2017-12-30 17:56:24.876701
1462,1403606903,179,1262,246,https://twitter.com/NeuCoin,40,NeuCoin,Twitter,cryptocompare,334,NEU*,13044,2017-12-30 17:55:42.870999
